adj,noun,adj_article,article,mass
green,frog,a,a,FALSE
quack,quack,a,a,FALSE
furry,face,a,a,FALSE
purple,spider,a,a,FALSE
fuzzy,teddy,a,a,FALSE
bunny,slipper,a,a,FALSE
orange,frog,an,a,FALSE
pink,satin,,,TRUE
orange,fish,an,a,FALSE
bear,puzzle,a,a,FALSE
jelly,bean,a,a,FALSE
sweet,potato,a,a,FALSE
string,bean,a,a,FALSE
purple,mouse,a,a,FALSE
singing,song,a,a,FALSE
shake,mommy,a,a,FALSE
orange,tea,,,TRUE
green,scissors,,,TRUE
cursive,letter,a,a,FALSE
puzzle,piece,a,a,FALSE
outside,toy,an,a,FALSE
red,tricycle,a,a,FALSE
pink,star,a,a,FALSE
pink,heart,a,a,FALSE
dark,turquoise,,,TRUE
purple,diamond,a,a,FALSE
orange,pentagon,an,a,FALSE
green,circle,a,a,FALSE
orange,juice,,,TRUE
baby,parrot,a,a,FALSE
baby,food,,,TRUE
elephant,brown,,,TRUE
orange,paint,,,TRUE
top,back,a,a,FALSE
top,piece,a,a,FALSE
fish,cake,a,a,FALSE
purple,eye,a,an,FALSE
brown,beard,a,a,FALSE
green,beard,a,a,FALSE
pink,scooter,a,a,FALSE
puppet,show,a,a,FALSE
purple,scissors,,,TRUE
fish,rainbow,a,a,FALSE
hill,letter,a,a,FALSE
red,color,a,a,FALSE
round,clock,a,a,FALSE
cut,apple,a,an,FALSE
red,star,a,a,FALSE
striped,fish,a,a,FALSE
yellow,guy,a,a,FALSE
red,fish,a,a,FALSE
sweet,heart,a,a,FALSE
green,land,,,TRUE
drop,drink,a,a,FALSE
aphid,sandwich,an,a,FALSE
thick,canopy,a,a,FALSE
dark,mulch,,,TRUE
yellow,wing,a,a,FALSE
brown,stick,a,a,FALSE
green,edge,a,an,FALSE
giant,creature,a,a,FALSE
purple,bud,a,a,FALSE
purple,bug,a,a,FALSE
slippery,bug,a,a,FALSE
brown,hill,a,a,FALSE
brown,clump,a,a,FALSE
bully,ant,a,an,FALSE
red,flower,a,a,FALSE
ant,aphid,an,an,FALSE
paint,tray,a,a,FALSE
yellow,boat,a,a,FALSE
yellow,paint,,,TRUE
mural,show,a,a,FALSE
dark,side,a,a,FALSE
red,dot,a,a,FALSE
green,bean,a,a,FALSE
hot,macaroni,,,TRUE
pink,rose,a,a,FALSE
red,heart,a,a,FALSE
yellow,car,a,a,FALSE
green,car,a,a,FALSE
upstairs,sleeping,,,TRUE
mommy,home,a,a,FALSE
drool,boy,a,a,FALSE
mommy,shoe,a,a,FALSE
frog,toy,a,a,FALSE
baby,song,a,a,FALSE
orange,one,an,a,FALSE
yellow,milk,,,TRUE
red,milk,,,TRUE
tooth,fairy,a,a,FALSE
garden,tool,a,a,FALSE
purple,one,a,a,FALSE
purple,bat,a,a,FALSE
scribble,ball,a,a,FALSE
baby,baby,a,a,FALSE
outside,line,an,a,FALSE
green,stripe,a,a,FALSE
purple,water,,,TRUE
apple,green,,,TRUE
pear,juice,,,TRUE
jelly,sandwich,a,a,FALSE
outside,basket,an,a,FALSE
red,stair,a,a,FALSE
puppy,book,a,a,FALSE
purple,puppy,a,a,FALSE
pink,dot,a,a,FALSE
green,star,a,a,FALSE
orange,star,an,a,FALSE
yellow,lemon,a,a,FALSE
red,apple,a,an,FALSE
orange,peach,an,a,FALSE
yellow,banana,a,a,FALSE
yellow,track,a,a,FALSE
orange,structure,an,a,FALSE
smiley,face,a,a,FALSE
green,flag,a,a,FALSE
yellow,ring,a,a,FALSE
orange,flag,an,a,FALSE
purple,ring,a,a,FALSE
gold,star,a,a,FALSE
dirty,hamper,a,a,FALSE
yellow,block,a,a,FALSE
green,block,a,a,FALSE
orange,block,an,a,FALSE
baby,jogger,a,a,FALSE
green,ball,a,a,FALSE
red,balloon,a,a,FALSE
yogurt,raisin,a,a,FALSE
purple,coat,a,a,FALSE
purple,hat,a,a,FALSE
red,reindeer,a,a,FALSE
red,bow,a,a,FALSE
red,hat,a,a,FALSE
red,penguin,a,a,FALSE
slide,watch,a,a,FALSE
hot,muffin,a,a,FALSE
pink,frosting,,,TRUE
green,broccoli,,,TRUE
purple,grape,a,a,FALSE
green,grape,a,a,FALSE
kitty,cat,a,a,FALSE
yellow,moon,a,a,FALSE
mommy,deer,a,a,FALSE
red,flag,a,a,FALSE
yellow,flag,a,a,FALSE
yellow,box,a,a,FALSE
orange,tube,an,a,FALSE
red,fence,a,a,FALSE
red,circle,a,a,FALSE
purple,robe,a,a,FALSE
purple,bird,a,a,FALSE
yellow,circle,a,a,FALSE
brown,circle,a,a,FALSE
brown,path,a,a,FALSE
brown,fur,,,TRUE
purple,circle,a,a,FALSE
run,ball,a,a,FALSE
yellow,stick,a,a,FALSE
brown,floor,a,a,FALSE
purple,button,a,a,FALSE
wet,rug,a,a,FALSE
slippery,balloon,a,a,FALSE
yellow,button,a,a,FALSE
green,casing,a,a,FALSE
red,drum,a,a,FALSE
yellow,drum,a,a,FALSE
honk,honk,a,a,FALSE
yellow,lion,a,a,FALSE
baby,stick,a,a,FALSE
purple,crayon,a,a,FALSE
lighter,purple,,,TRUE
pinky,purple,,,TRUE
yellow,scarf,a,a,FALSE
yellow,crayon,a,a,FALSE
swimming,pool,a,a,FALSE
uniform,dinosaur,a,a,FALSE
daddy,home,a,a,FALSE
toe,sleeping,,,TRUE
oven,mitt,an,a,FALSE
green,candle,a,a,FALSE
gold,balloon,a,a,FALSE
bottom,house,a,a,FALSE
yellow,brush,a,a,FALSE
red,brush,a,a,FALSE
red,tail,a,a,FALSE
green,head,a,a,FALSE
orange,leg,an,a,FALSE
grey,cloud,a,a,FALSE
hot,sun,,,TRUE
red,clay,,,TRUE
yellow,mountain,a,a,FALSE
orange,car,an,a,FALSE
locomotive,car,a,a,FALSE
green,dog,a,a,FALSE
purple,dog,a,a,FALSE
purple,kangaroo,a,a,FALSE
wet,towel,a,a,FALSE
yellow,sun,,,TRUE
purple,flower,a,a,FALSE
red,ocean,a,an,FALSE
green,slide,a,a,FALSE
top,row,a,a,FALSE
yellow,roller,a,a,FALSE
yellow,digger,a,a,FALSE
outside,edge,an,an,FALSE
red,tractor,a,a,FALSE
purple,wheel,a,a,FALSE
round,knob,a,a,FALSE
brown,mountain,a,a,FALSE
red,truck,a,a,FALSE
green,tree,a,a,FALSE
green,truck,a,a,FALSE
red,cherry,a,a,FALSE
green,apple,a,an,FALSE
brown,tree,a,a,FALSE
brown,trunk,a,a,FALSE
grey,snow,,,TRUE
edge,piece,an,a,FALSE
round,cracker,a,a,FALSE
red,eye,a,an,FALSE
round,circle,a,a,FALSE
run,run,a,a,FALSE
purple,card,a,a,FALSE
orange,soda,,,TRUE
squid,soda,,,TRUE
orange,squid,an,a,FALSE
purple,soda,,,TRUE
green,dragon,a,a,FALSE
paint,can,a,a,FALSE
pink,hippo,a,a,FALSE
orange,hippo,an,a,FALSE
roast,marshmallow,a,a,FALSE
dead,leaf,a,a,FALSE
red,tomato,a,a,FALSE
sweet,onion,a,an,FALSE
red,onion,a,an,FALSE
green,melon,a,a,FALSE
brown,spot,a,a,FALSE
giant,bean,a,a,FALSE
zucchini,plant,a,a,FALSE
bean,dish,a,a,FALSE
purple,star,a,a,FALSE
maple,bar,a,a,FALSE
green,guy,a,a,FALSE
juicy,finger,a,a,FALSE
colored,dot,a,a,FALSE
yellow,foot,a,a,FALSE
pterodactyl,rope,a,a,FALSE
pterodactyl,gate,a,a,FALSE
outside,building,an,a,FALSE
orange,colors,an,a,FALSE
pink,crayon,a,a,FALSE
cranberry,juice,,,TRUE
red,rose,a,a,FALSE
red,crayon,a,a,FALSE
skate,boarding,,,TRUE
yellow,truck,a,a,FALSE
orange,guy,an,a,FALSE
yellow,hippo,a,a,FALSE
doll,dress,a,a,FALSE
farm,animal,a,an,FALSE
wet,clothes,,,TRUE
key,board,a,a,FALSE
baby,bird,a,a,FALSE
round,bird,a,a,FALSE
brown,horse,a,a,FALSE
light,horse,a,a,FALSE
wooden,color,a,a,FALSE
bear,head,a,a,FALSE
bunny,ear,a,an,FALSE
purple,footprint,a,a,FALSE
bloody,day,a,a,FALSE
icy,mountain,an,a,FALSE
giant,seal,a,a,FALSE
green,fish,a,a,FALSE
dancing,shoe,a,a,FALSE
outside,shoe,an,a,FALSE
mommy,push,a,a,FALSE
red,climbing,,,TRUE
beetle,family,a,a,FALSE
stick,bug,a,a,FALSE
stump,grinder,a,a,FALSE
orange,truck,an,a,FALSE
brown,eye,a,an,FALSE
dirty,nose,a,a,FALSE
dark,ball,a,a,FALSE
smooch,dance,a,a,FALSE
red,guy,a,a,FALSE
furry,tail,a,a,FALSE
purple,guy,a,a,FALSE
yellow,costume,a,a,FALSE
back,cellar,a,a,FALSE
honey,doll,a,a,FALSE
picnic,food,,,TRUE
sleigh,bell,a,a,FALSE
pink,one,a,a,FALSE
aloe,plant,an,a,FALSE
brown,squirrel,a,a,FALSE
wooden,hammer,a,a,FALSE
red,horse,a,a,FALSE
cherry,tomato,a,a,FALSE
apple,tea,,,TRUE
dolly,shoe,a,a,FALSE
dolly,clothes,,,TRUE
plastic,toy,a,a,FALSE
orange,broom,an,a,FALSE
smoke,tablet,a,a,FALSE
hot,fan,a,a,FALSE
forty,inch,a,an,FALSE
jungle,goodness,,,TRUE
pull,leg,a,a,FALSE
library,sweet,a,a,FALSE
fairy,boot,a,a,FALSE
fairy,shoe,a,a,FALSE
giant,potato,a,a,FALSE
mermaid,fox,a,a,FALSE
back,porch,a,a,FALSE
red,square,a,a,FALSE
green,triangle,a,a,FALSE
orange,ball,an,a,FALSE
pink,cookie,a,a,FALSE
purple,basket,a,a,FALSE
red,clock,a,a,FALSE
red,crab,a,a,FALSE
red,barn,a,a,FALSE
red,strawberry,a,a,FALSE
dump,truck,a,a,FALSE
yellow,honey,,,TRUE
bunny,book,a,a,FALSE
drawing,board,a,a,FALSE
red,pepper,a,a,FALSE
green,tie,a,a,FALSE
green,bow,a,a,FALSE
purple,teddy,a,a,FALSE
yellow,pepper,a,a,FALSE
yellow,cup,a,a,FALSE
pink,cup,a,a,FALSE
baby,talk,a,a,FALSE
yellow,fish,a,a,FALSE
neighbor,leave,a,a,FALSE
purple,collar,a,a,FALSE
orange,kitty,an,a,FALSE
round,ball,a,a,FALSE
red,sifter,a,a,FALSE
red,whale,a,a,FALSE
whale,hat,a,a,FALSE
red,turtle,a,a,FALSE
purple,necklace,a,a,FALSE
pink,skirt,a,a,FALSE
draw,letter,a,a,FALSE
solid,piece,a,a,FALSE
flat,surface,a,a,FALSE
spaghetti,porridge,,,TRUE
red,bag,a,a,FALSE
blonde,hair,,,TRUE
yellow,bird,a,a,FALSE
purple,marker,a,a,FALSE
red,green,,,TRUE
green,container,a,a,FALSE
green,marker,a,a,FALSE
stick,person,a,a,FALSE
round,body,a,a,FALSE
brown,hair,,,TRUE
pink,dress,a,a,FALSE
hot,tea,,,TRUE
sugar,cookie,a,a,FALSE
sunny,seat,a,a,FALSE
broken,bone,a,a,FALSE
pink,eye,a,an,FALSE
pink,ear,a,an,FALSE
purple,arm,a,an,FALSE
orange,arm,an,an,FALSE
purple,ear,a,an,FALSE
green,ear,a,an,FALSE
daddy,king,a,a,FALSE
gold,mountain,a,a,FALSE
red,pot,a,a,FALSE
bear,coat,a,a,FALSE
bear,pants,,,TRUE
seedless,grape,a,a,FALSE
red,cup,a,a,FALSE
hash,brown,,,TRUE
hot,mess,a,a,FALSE
hot,cocoa,,,TRUE
green,monkey,a,a,FALSE
green,cup,a,a,FALSE
mommy,cup,a,a,FALSE
brown,shirt,a,a,FALSE
purple,pants,,,TRUE
red,juice,,,TRUE
linen,closet,a,a,FALSE
brown,shoe,a,a,FALSE
yellow,broom,a,a,FALSE
bottom,bunk,a,a,FALSE
top,drawer,a,a,FALSE
dead,person,a,a,FALSE
scribble,square,a,a,FALSE
oatmeal,pie,an,a,FALSE
pink,shirt,a,a,FALSE
pink,ball,a,a,FALSE
purple,trunk,a,a,FALSE
dirty,pajamas,,,TRUE
pirate,ship,a,a,FALSE
sword,fight,a,a,FALSE
giant,octopus,a,an,FALSE
brown,oatmeal,,,TRUE
oatmeal,good,an,a,FALSE
oatmeal,bowl,an,a,FALSE
dirty,sock,a,a,FALSE
red,fruit,a,a,FALSE
yellow,house,a,a,FALSE
purple,balloon,a,a,FALSE
yellow,balloon,a,a,FALSE
wet,bird,a,a,FALSE
yellow,bowl,a,a,FALSE
orange,wall,an,a,FALSE
yellow,hair,,,TRUE
orange,pants,,,TRUE
brown,belt,a,a,FALSE
hot,potato,a,a,FALSE
blowing,bubble,a,a,FALSE
green,garbage,,,TRUE
daddy,sings,,,TRUE
thistle,patch,a,a,FALSE
dirty,clothes,,,TRUE
seventh,brown,,,TRUE
purple,turtle,a,a,FALSE
strawberry,oatmeal,,,TRUE
apple,oatmeal,,,TRUE
sugar,oatmeal,,,TRUE
apple,cinnamon,,,TRUE
maple,sugar,,,TRUE
plastic,bowl,a,a,FALSE
strawberry,milk,,,TRUE
rolling,robot,a,a,FALSE
hot,seat,a,a,FALSE
yellow,butterfly,a,a,FALSE
yellow,card,a,a,FALSE
top,card,a,a,FALSE
red,card,a,a,FALSE
purple,piece,a,a,FALSE
pony,piece,a,a,FALSE
grassy,piece,a,a,FALSE
green,piece,a,a,FALSE
gold,coin,a,a,FALSE
gold,weaver,a,a,FALSE
slap,clap,a,a,FALSE
pink,paint,,,TRUE
dark,purple,,,TRUE
green,paint,,,TRUE
outside,piece,an,a,FALSE
dark,color,a,a,FALSE
shoe,rack,a,a,FALSE
pink,piece,a,a,FALSE
pink,corner,a,a,FALSE
upstairs,tape,an,a,FALSE
fat,piggy,a,a,FALSE
pink,tongue,a,a,FALSE
blueberry,juice,,,TRUE
laughing,baby,a,a,FALSE
naked,nut,a,a,FALSE
frog,leg,a,a,FALSE
pink,purse,a,a,FALSE
upstairs,honey,,,TRUE
dirty,box,a,a,FALSE
orange,glasses,,,TRUE
daddy,award,a,an,FALSE
solar,house,a,a,FALSE
orange,cat,an,a,FALSE
purple,orange,a,an,FALSE
furry,guy,a,a,FALSE
stuffed,animal,a,an,FALSE
mommy,cat,a,a,FALSE
green,room,a,a,FALSE
pumpkin,bread,,,TRUE
snow,pants,,,TRUE
turkey,dog,a,a,FALSE
hot,body,a,a,FALSE
pink,coat,a,a,FALSE
pink,snow,,,TRUE
fruit,snack,a,a,FALSE
purple,pillow,a,a,FALSE
hamburger,fry,a,a,FALSE
wet,man,a,a,FALSE
straw,baby,a,a,FALSE
dirty,straw,a,a,FALSE
purple,cup,a,a,FALSE
red,sauce,,,TRUE
juice,baby,a,a,FALSE
green,baby,a,a,FALSE
dark,picture,a,a,FALSE
hot,juice,,,TRUE
pecan,cluster,a,a,FALSE
red,shirt,a,a,FALSE
purple,shirt,a,a,FALSE
yellow,shirt,a,a,FALSE
yellow,hay,,,TRUE
brown,piece,a,a,FALSE
hot,baby,a,a,FALSE
finger,food,,,TRUE
naked,baby,a,a,FALSE
yellow,rubber,,,TRUE
orange,bug,an,a,FALSE
lady,book,a,a,FALSE
bath,tub,a,a,FALSE
hot,wood,,,TRUE
dirty,diaper,a,a,FALSE
fold,blanket,a,a,FALSE
drool,girl,a,a,FALSE
yellow,mustache,a,a,FALSE
orange,nose,an,a,FALSE
yellow,van,a,a,FALSE
yellow,plane,a,a,FALSE
yellow,airplane,a,an,FALSE
yellow,shoe,a,a,FALSE
red,race,a,a,FALSE
naked,girl,a,a,FALSE
frog,girl,a,a,FALSE
bear,fork,a,a,FALSE
plastic,fork,a,a,FALSE
purple,dude,a,a,FALSE
burnt,cookie,a,a,FALSE
red,puppy,a,a,FALSE
dirty,girl,a,a,FALSE
daddy,bird,a,a,FALSE
shake,hand,a,a,FALSE
round,hole,a,a,FALSE
red,hole,a,a,FALSE
shoe,polish,,,TRUE
daddy,headache,a,a,FALSE
daddy,key,a,a,FALSE
raisin,cookie,a,a,FALSE
oatmeal,raisin,an,a,FALSE
wooden,button,a,a,FALSE
whale,throw,a,a,FALSE
dead,light,a,a,FALSE
red,coat,a,a,FALSE
cut,boy,a,a,FALSE
hot,grill,a,a,FALSE
top,room,a,a,FALSE
puzzle,board,a,a,FALSE
baby,giraffe,a,a,FALSE
snack,boy,a,a,FALSE
daddy,foot,a,a,FALSE
hot,wing,a,a,FALSE
bubble,squirt,a,a,FALSE
brown,gravy,,,TRUE
dead,baby,a,a,FALSE
rusty,bucket,a,a,FALSE
hairless,cat,a,a,FALSE
bubble,blower,a,a,FALSE
sweet,baby,a,a,FALSE
hot,piggy,a,a,FALSE
dirty,piggy,a,a,FALSE
fat,kiss,a,a,FALSE
green,balloon,a,a,FALSE
curly,string,a,a,FALSE
oval,circle,an,a,FALSE
green,tea,,,TRUE
pink,towel,a,a,FALSE
red,towel,a,a,FALSE
trout,ball,a,a,FALSE
plastic,track,a,a,FALSE
pink,kitty,a,a,FALSE
green,side,a,a,FALSE
clock,piece,a,a,FALSE
brick,piece,a,a,FALSE
pink,color,a,a,FALSE
daddy,draw,a,a,FALSE
juicy,bite,a,a,FALSE
yellow,coat,a,a,FALSE
giant,dump,a,a,FALSE
purple,ball,a,a,FALSE
crescent,moon,a,a,FALSE
red,spot,a,a,FALSE
blueberry,tea,,,TRUE
purple,purple,,,TRUE
asteroid,belt,an,a,FALSE
green,train,a,a,FALSE
satellite,dish,a,a,FALSE
green,track,a,a,FALSE
soy,milk,,,TRUE
knock,knock,a,a,FALSE
orange,slice,an,a,FALSE
dirty,finger,a,a,FALSE
draw,picture,a,a,FALSE
wet,honey,,,TRUE
fly,soup,,,TRUE
puffy,cloud,a,a,FALSE
hot,screaming,,,TRUE
red,button,a,a,FALSE
sweet,pie,a,a,FALSE
sweet,girl,a,a,FALSE
lid,back,a,a,FALSE
brown,crayon,a,a,FALSE
green,crayon,a,a,FALSE
red,cookie,a,a,FALSE
hot,syrup,,,TRUE
crispy,piece,a,a,FALSE
bald,boy,a,a,FALSE
giant,puzzle,a,a,FALSE
bright,picture,a,a,FALSE
lighter,colors,a,a,FALSE
fat,brush,a,a,FALSE
sweet,leg,a,a,FALSE
marble,painting,a,a,FALSE
apple,printing,an,a,FALSE
wet,hair,,,TRUE
pink,shoe,a,a,FALSE
pink,tights,,,TRUE
octopus,tickle,an,a,FALSE
whale,squirt,a,a,FALSE
yellow,top,a,a,FALSE
dirty,mess,a,a,FALSE
dirty,laundry,,,TRUE
fuzzy,tail,a,a,FALSE
dirty,panty,a,a,FALSE
wet,panty,a,a,FALSE
fat,guy,a,a,FALSE
bear,cookie,a,a,FALSE
pink,lipstick,,,TRUE
plastic,lid,a,a,FALSE
purple,pepperoni,,,TRUE
purple,ketchup,,,TRUE
dirty,face,a,a,FALSE
puffin,nose,a,a,FALSE
baby,animal,a,an,FALSE
furry,teddy,a,a,FALSE
furry,coach,a,a,FALSE
olive,oil,,,TRUE
outfit,star,an,a,FALSE
yellow,dress,a,a,FALSE
yellow,outfit,a,an,FALSE
gold,shoe,a,a,FALSE
giant,juice,,,TRUE
karate,kick,a,a,FALSE
green,knife,a,a,FALSE
pink,suit,a,a,FALSE
green,bed,a,a,FALSE
yellow,bed,a,a,FALSE
daddy,pop,a,a,FALSE
sinus,infection,a,an,FALSE
pink,sweater,a,a,FALSE
draw,pile,a,a,FALSE
multicolored,sign,a,a,FALSE
mitten,mummy,a,a,FALSE
mitten,tree,a,a,FALSE
teeth,show,a,a,FALSE
sugar,water,,,TRUE
red,licorice,,,TRUE
red,boy,a,a,FALSE
fish,tank,a,a,FALSE
bright,colors,a,a,FALSE
fat,body,a,a,FALSE
brown,suit,a,a,FALSE
hippie,one,a,a,FALSE
oval,face,an,a,FALSE
red,mouth,a,a,FALSE
red,nose,a,a,FALSE
bubble,gum,a,a,FALSE
green,cheese,,,TRUE
blind,mouse,a,a,FALSE
hill,riding,,,TRUE
purple,pickle,a,a,FALSE
red,pickle,a,a,FALSE
pink,pickle,a,a,FALSE
burnt,toast,,,TRUE
giant,mess,a,a,FALSE
purple,bead,a,a,FALSE
orange,bead,an,a,FALSE
yellow,bead,a,a,FALSE
green,doggy,a,a,FALSE
saw,puzzle,a,a,FALSE
sweet,boy,a,a,FALSE
green,pea,a,a,FALSE
green,tummy,a,a,FALSE
purple,truck,a,a,FALSE
yellow,helicopter,a,a,FALSE
purple,dinosaur,a,a,FALSE
green,grasshopper,a,a,FALSE
green,crunch,a,a,FALSE
silky,ear,a,an,FALSE
fuzzy,slipper,a,a,FALSE
furry,tummy,a,a,FALSE
pink,elephant,a,an,FALSE
pink,hat,a,a,FALSE
yellow,bib,a,a,FALSE
wiggle,toe,a,a,FALSE
green,horse,a,a,FALSE
squeak,squeak,a,a,FALSE
mommy,water,,,TRUE
orange,noodle,an,a,FALSE
yellow,noodle,a,a,FALSE
slam,dunk,a,a,FALSE
bear,ice,,,TRUE
mommy,hair,,,TRUE
whey,curd,a,a,FALSE
hamburger,bun,a,a,FALSE
write,daddy,a,a,FALSE
red,puck,a,a,FALSE
sweet,honey,,,TRUE
yellow,duckling,a,a,FALSE
mommy,spin,a,a,FALSE
jump,jump,a,a,FALSE
green,hand,a,a,FALSE
orange,hat,an,a,FALSE
orange,circle,an,a,FALSE
yellow,hose,a,a,FALSE
green,tube,a,a,FALSE
farm,puzzle,a,a,FALSE
shake,shake,a,a,FALSE
yellow,bucket,a,a,FALSE
cotton,ball,a,a,FALSE
purple,octopus,a,an,FALSE
dirty,floor,a,a,FALSE
cheddar,bunny,a,a,FALSE
diamond,button,a,a,FALSE
smiley,guy,a,a,FALSE
purple,pony,a,a,FALSE
pink,blanket,a,a,FALSE
pony,home,a,a,FALSE
orange,planet,an,a,FALSE
purple,cranium,a,a,FALSE
baby,step,a,a,FALSE
red,honey,,,TRUE
yellow,swim,a,a,FALSE
purple,patch,a,a,FALSE
yellow,toe,a,a,FALSE
purple,pad,a,a,FALSE
turtle,shell,a,a,FALSE
brown,doggie,a,a,FALSE
brown,dog,a,a,FALSE
yellow,door,a,a,FALSE
yellow,queen,a,a,FALSE
square,piece,a,a,FALSE
red,piece,a,a,FALSE
flat,mat,a,a,FALSE
dark,tunnel,a,a,FALSE
top,picture,a,a,FALSE
bottom,picture,a,a,FALSE
purple,window,a,a,FALSE
green,shell,a,a,FALSE
yellow,dot,a,a,FALSE
solid,line,a,a,FALSE
top,edge,a,an,FALSE
green,eel,a,an,FALSE
yellow,color,a,a,FALSE
red,piranha,a,a,FALSE
orange,sword,an,a,FALSE
red,eight,a,an,FALSE
red,pants,,,TRUE
daddy,drive,a,a,FALSE
red,bell,a,a,FALSE
red,wheel,a,a,FALSE
top,molar,a,a,FALSE
daddy,company,a,a,FALSE
green,ring,a,a,FALSE
bright,star,a,a,FALSE
tree,bark,a,a,FALSE
dark,cloud,a,a,FALSE
green,diamond,a,a,FALSE
throw,ball,a,a,FALSE
yellow,ribbon,a,a,FALSE
key,house,a,a,FALSE
green,shamrock,a,a,FALSE
giant,frog,a,a,FALSE
crane,station,a,a,FALSE
lily,pad,a,a,FALSE
orange,hand,an,a,FALSE
giant,belt,a,a,FALSE
orange,sweater,an,a,FALSE
red,gate,a,a,FALSE
giant,pillow,a,a,FALSE
puffy,cheek,a,a,FALSE
cough,drop,a,a,FALSE
dark,sun,,,TRUE
cheddar,cracker,a,a,FALSE
gold,dragon,a,a,FALSE
pink,dragon,a,a,FALSE
giant,dragon,a,a,FALSE
coal,tender,a,a,FALSE
log,car,a,a,FALSE
top,one,a,a,FALSE
yellow,arrow,a,an,FALSE
yellow,dragon,a,a,FALSE
dark,shadow,a,a,FALSE
dome,car,a,a,FALSE
yellow,train,a,a,FALSE
yellow,wheel,a,a,FALSE
green,button,a,a,FALSE
green,stool,a,a,FALSE
purple,stage,a,a,FALSE
van,window,a,a,FALSE
red,lead,a,a,FALSE
yellow,barrel,a,a,FALSE
hot,fry,a,a,FALSE
brown,bottom,a,a,FALSE
red,door,a,a,FALSE
spaghetti,meatball,a,a,FALSE
green,vegetable,a,a,FALSE
garlic,bread,,,TRUE
cough,medicine,,,TRUE
macaroni,cheese,,,TRUE
dorsal,fin,a,a,FALSE
hot,joint,a,a,FALSE
broken,foot,a,a,FALSE
slide,concrete,,,TRUE
tooth,mark,a,a,FALSE
weeping,willow,a,a,FALSE
upstairs,call,an,a,FALSE
green,paddle,a,a,FALSE
dark,light,a,a,FALSE
round,skull,a,a,FALSE
yellow,skull,a,a,FALSE
yellow,dinosaur,a,a,FALSE
hip,bone,a,a,FALSE
fuzzy,bone,a,a,FALSE
brown,train,a,a,FALSE
wooden,chair,a,a,FALSE
top,hunter,a,a,FALSE
green,bone,a,a,FALSE
gold,map,a,a,FALSE
turkey,sandwich,a,a,FALSE
dead,snowman,a,a,FALSE
giant,head,a,a,FALSE
green,chest,a,a,FALSE
green,leg,a,a,FALSE
purple,leg,a,a,FALSE
yellow,head,a,a,FALSE
purple,suit,a,a,FALSE
purple,head,a,a,FALSE
yellow,mouth,a,a,FALSE
red,triangle,a,a,FALSE
fish,book,a,a,FALSE
brown,page,a,a,FALSE
yellow,page,a,a,FALSE
wet,wash,a,a,FALSE
square,circle,a,a,FALSE
red,bucket,a,a,FALSE
toy,puppy,a,a,FALSE
smiley,light,a,a,FALSE
cloudy,day,a,a,FALSE
smiley,ball,a,a,FALSE
farmer,brown,,,TRUE
bottom,hair,,,TRUE
elbow,hair,,,TRUE
vegetable,oil,,,TRUE
orange,bean,an,a,FALSE
purple,red,,,TRUE
sweet,sweet,a,a,FALSE
pink,collar,a,a,FALSE
elephant,trunk,an,a,FALSE
red,bunny,a,a,FALSE
pink,door,a,a,FALSE
bubble,bubble,a,a,FALSE
bubble,soup,,,TRUE
dirty,crayon,a,a,FALSE
apple,slice,an,a,FALSE
purple,salad,a,a,FALSE
green,thumb,a,a,FALSE
colored,water,,,TRUE
bright,pink,,,TRUE
strawberry,sauce,,,TRUE
ant,trap,an,a,FALSE
ant,house,an,a,FALSE
bottom,stair,a,a,FALSE
fish,stick,a,a,FALSE
smiley,sticker,a,a,FALSE
giant,bucket,a,a,FALSE
wet,girl,a,a,FALSE
worm,hug,a,a,FALSE
daddy,sleeping,,,TRUE
toy,car,a,a,FALSE
swim,dolphin,a,a,FALSE
daddy,glasses,,,TRUE
naked,mole,a,a,FALSE
farm,channel,a,a,FALSE
orange,balloon,an,a,FALSE
brush,tooth,a,a,FALSE
green,yogurt,,,TRUE
red,cake,a,a,FALSE
dirty,daddy,a,a,FALSE
smiley,sun,,,TRUE
bubble,juice,,,TRUE
oatmeal,cookie,an,a,FALSE
spittle,bug,a,a,FALSE
wet,hand,a,a,FALSE
wipe,face,a,a,FALSE
lid,soup,,,TRUE
top,lid,a,a,FALSE
mama,dad,a,a,FALSE
yellow,lid,a,a,FALSE
red,lid,a,a,FALSE
quack,duck,a,a,FALSE
skunk,baby,a,a,FALSE
light,beam,a,a,FALSE
wet,day,a,a,FALSE
red,fan,a,a,FALSE
red,box,a,a,FALSE
green,egg,a,an,FALSE
mama,mop,a,a,FALSE
pink,chair,a,a,FALSE
nut,mama,a,a,FALSE
fat,face,a,a,FALSE
hay,ride,a,a,FALSE
farmer,lady,a,a,FALSE
farmer,man,a,a,FALSE
apple,cider,,,TRUE
bottom,baby,a,a,FALSE
green,book,a,a,FALSE
nurse,nurse,a,a,FALSE
sweet,tooth,a,a,FALSE
dump,dump,a,a,FALSE
fat,cookie,a,a,FALSE
red,cutter,a,a,FALSE
cookie,dough,,,TRUE
bear,sandwich,a,a,FALSE
yellow,bin,a,a,FALSE
jelly,container,a,a,FALSE
silky,blanket,a,a,FALSE
red,bin,a,a,FALSE
elephant,garland,an,a,FALSE
jelly,doughnut,a,a,FALSE
outdoor,art,,,TRUE
pink,lemonade,,,TRUE
candy,dish,a,a,FALSE
